estado,grupo,producto_normalizado,nb_categoria,nb_codigo,nb_id_fabricante,nb_nombre,nb_marca,nb_precio_ars,nb_stock,mexx_match_score,mexx_articulo,mexx_nombre,mexx_marca,mexx_precio_ars,mexx_disponibilidad,mexx_diferencia_ars,mexx_diferencia_pct,mexx_url,mejor_diferencia_ars,mejor_fuente
repetido,procesadores,procesadores|AMD|RYZEN|7|5700,PROCESADORES,121697,100-100000743SBX,PROCESADOR AMD (AM4) RYZEN 7 5700,AMD                                               ,224994.23,10.0,76.0,24358,Procesador Amd Ryzen 7 5700 3.7Ghz - AM4 Sin Gpu,Amd,255899.0,EN STOCK,30904.76999999999,13.735805580436436,https://www.mexx.com.ar/productos-rubro/procesadores/48270-procesador-amd-ryzen-7-5700-3.7ghz-am4-sin-gpu.html,30904.76999999999,mexx
repetido,procesadores,procesadores|AMD|RYZEN|7|7700X,PROCESADORES,117727,100-100000591WOF,PROCESADOR AMD (AM5) RYZEN 7 7700X,AMD                                               ,510671.67,10.0,100.0,24365,Procesador Amd Ryzen 7 7700X 5.4 Ghz - AM5 Sin Cooler,Amd,530999.0,EN STOCK,20327.330000000016,3.980508650499452,https://www.mexx.com.ar/productos-rubro/procesadores/44153-procesador-amd-ryzen-7-7700x-5.4-ghz-am5-sin-cooler.html,20327.330000000016,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|9600,PROCESADORES,120633,100-100000718BOX,PROCESADOR AMD (AM5) RYZEN 5 9600,AMD                                               ,351649.03,10.0,100.0,24170,Procesador Amd Ryzen 5 9600 5.2 Ghz - AM5,Amd,367329.0,EN STOCK,15679.969999999972,4.458982867093355,https://www.mexx.com.ar/productos-rubro/procesadores/50159-procesador-amd-ryzen-5-9600-5.2-ghz-am5.html,15679.969999999972,mexx
repetido,procesadores,procesadores|AMD|RYZEN|7|8700G,PROCESADORES,121556,100-100001236SBX,PROCESADOR AMD (AM5) RYZEN 7 8700G,AMD                                               ,359951.09,10.0,100.0,24367,Procesador Amd Ryzen 7 8700G 5.1 Ghz - AM5,Amd,375629.0,EN STOCK,15677.909999999974,4.355566752138457,https://www.mexx.com.ar/productos-rubro/procesadores/46866-procesador-amd-ryzen-7-8700g-5.1-ghz-am5.html,15677.909999999974,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|7600,PROCESADORES,118092,100-100001015BOX,PROCESADOR AMD (AM5) RYZEN 5 7600 C/COOLER,AMD                                               ,302422.48,10.0,100.0,24164,Procesador Amd Ryzen 5 7600 5.1 Ghz - AM5,Amd,317869.0,EN STOCK,15446.520000000019,5.107596498778801,https://www.mexx.com.ar/productos-rubro/procesadores/45656-procesador-amd-ryzen-5-7600-5.1-ghz-am5.html,15446.520000000019,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|7600X,PROCESADORES,117726,100-100000593WOF,PROCESADOR AMD (AM5) RYZEN 5 7600X,AMD                                               ,346921.38,10.0,100.0,24165,Procesador Amd Ryzen 5 7600X 5.3 Ghz - AM5 Sin Cooler,Amd,360899.0,EN STOCK,13977.619999999995,4.029045428102469,https://www.mexx.com.ar/productos-rubro/procesadores/44152-procesador-amd-ryzen-5-7600x-5.3-ghz-am5-sin-cooler.html,13977.619999999995,mexx
repetido,procesadores,procesadores|AMD|RYZEN|7|5700G,PROCESADORES,111454,100-00000263BOX,PROCESADOR AMD (AM4) RYZEN 7 5700G,AMD                                               ,288737.41,10.0,100.0,24362,Procesador Amd Ryzen 7 5700G 4.6 Ghz - AM4,Amd,301009.0,EN STOCK,12271.590000000026,4.250086609836954,https://www.mexx.com.ar/productos-rubro/procesadores/40369-procesador-amd-ryzen-7-5700g-4.6-ghz-am4.html,12271.590000000026,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|8400F,PROCESADORES,119024,100-100001591BOX,PROCESADOR AMD (AM5) RYZEN 5 8400F C/COOLER,AMD                                               ,237361.49,10.0,100.0,24168,Procesador Amd Ryzen 5 8400F 4.7 Ghz - AM5 Sin Video,Amd,245999.0,EN STOCK,8637.51000000001,3.638968562254985,https://www.mexx.com.ar/productos-rubro/procesadores/47372-procesador-amd-ryzen-5-8400f-4.7-ghz-am5-sin-video.html,8637.51000000001,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|8600G,PROCESADORES,118837,100-100001237BOX,PROCESADOR AMD (AM5) RYZEN 5 8600G,AMD                                               ,258203.07,10.0,100.0,24166,Procesador Amd Ryzen 5 8600G 5.3 Ghz - AM5,Amd,265649.0,EN STOCK,7445.929999999993,2.8837496006534673,https://www.mexx.com.ar/productos-rubro/procesadores/46865-procesador-amd-ryzen-5-8600g-5.3-ghz-am5.html,7445.929999999993,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|5600GT,PROCESADORES,118839,100-100001488BOX,PROCESADOR AMD (AM4) RYZEN 5 5600GT,AMD                                               ,241439.61,10.0,100.0,24157,Procesador Amd Ryzen 5 5600GT 4.6 Ghz - AM4,Amd,246999.0,EN STOCK,5559.390000000014,2.3026006378986508,https://www.mexx.com.ar/productos-rubro/procesadores/46852-procesador-amd-ryzen-5-5600gt-4.6-ghz-am4.html,5559.390000000014,mexx
repetido,procesadores,procesadores|AMD|RYZEN|5|5500,PROCESADORES,116713,100-100000457BOX,PROCESADOR AMD (AM4) RYZEN 5 5500 3.6GHZ,AMD                                               ,150121.91,10.0,76.0,24153,Procesador Amd Ryzen 5 5500 3.6 Ghz - AM4 Sin Gpu,Amd,152449.0,EN STOCK,2327.0899999999965,1.5501334881763738,https://www.mexx.com.ar/productos-rubro/procesadores/47212-procesador-amd-ryzen-5-5500-3.6-ghz-am4-sin-gpu.html,2327.0899999999965,mexx
solo_distribuidor,almacenamiento,almacenamiento|PATRIOT|512GB|P210|SOLID|512GB|SATA3|PE000718,DISCOS SSD,108618,P210S512G25,DISCO SSD PATRIOT P210 SOLID 512GB SATA3 PE000718,PATRIOT                                           ,129574.0,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|PATRIOT|1000GB|P300|1000GB|2280|GEN3|X4,DISCOS SSD,113158,P300P1TBM28,DISCO SSD PATRIOT P300 1TB M.2 2280 PCIE GEN3 X4 PE000693,PATRIOT                                           ,288233.06,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|PATRIOT||BURST|ELITE|SOLID|960|SATA3,DISCOS SSD,113155,PBE960GS25SSDR,DISCO SSD PATRIOT BURST ELITE SOLID 960 GB SATA3 PE000778,PATRIOT                                           ,229245.24,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC|1000GB|N535N|2280|SATAIII|3D|NAND,DISCOS SSD,115743,NT01N535N-001T-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 1TB,NETAC ,238006.14,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC||N535N|2280|SATAIII|3D|NAND,DISCOS SSD,115741,NT01N535N-256G-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 256 GB,NETAC ,75761.51,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC||N535N|2280|SATAIII|3D|NAND,DISCOS SSD,115742,NT01N535N-512G-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 512 GB,NETAC ,141338.34,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC||SA500|SATA3|240,DISCOS SSD,117543,NT01SA500-240-S3X,DISCO SSD NETAC SA500 2.5 SATA3 240 GB,NETAC ,73690.56,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC||SA500|SATA3|480,DISCOS SSD,117544,NT01SA500-480-S3X,DISCO SSD NETAC SA500 2.5 SATA3 480 GB,NETAC ,124359.79,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|SN8100,DISCOS SSD,121278,WDS100T1X0M,DISCO SSD M.2 1TB WD BLACK SN8100 NVME,WD                                                ,425671.53,2.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|2000GB|2000GB|SN850X,DISCOS SSD,119842,WDS200T2XHE,DISCO SSD M.2 2TB WD BLACK SN850X NVME HEATSINK,WD                                                ,562740.74,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|2000GB|2000GB|GREEN,DISCOS SSD,121435,WDS200T5G0A,DISCO SSD SATA 2TB WD GREEN,WD                                                ,449810.21,6.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|ADATA|1000GB|LEGEND|860|1000GB|M2|GEN4,DISCOS SSD,121149,SLEG-860-1000GCS,DISCO SSD ADATA LEGEND 860 1TB M2 Gen4 x4 M.2 2280 6.000/5.000 MB/s,ADATA,319145.0,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|PATRIOT|256GB|P220|256GB|SATA3|PS001662,DISCOS SSD,121672,P220S256G25,DISCO SSD PATRIOT P220 256GB 2.5 SATA3 PS001662,PATRIOT                                           ,78687.16,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|ADATA|1000GB|SU650|1000GB,DISCOS SSD,121572,ASU650SS-1TT-R,DISCO SSD ADATA SU650 2.5 1TB,ADATA,241213.65,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|500GB|500GB|SN5000,DISCOS SSD,121679,WDS500G4B0E,DISCO SSD M.2 500GB WD BLUE SN5000 NVME,WD                                                ,173404.0,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|ADATA|512GB|SU650|512GB,DISCOS SSD,121571,ASU650SS-512GT-R,DISCO SSD ADATA SU650 2.5 512GB,ADATA,132085.53,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|GREEN,DISCOS SSD,122760,WDS100T5G0A,DISCO SSD SATA 1TB WD GREEN,WD                                                ,248381.35,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|500GB|500GB|GREEN|SN350,DISCOS SSD,118363,WDS500G2G0C,DISCO SSD M.2 500GB WD GREEN SN350 NVME,WD                                                ,138035.41,8.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|ADATA|256GB|SU650|256GB,DISCOS SSD,115239,ASU650SS-256GT-R,DISCO SSD ADATA SU650 2.5 256GB,ADATA,84787.89,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|SN5100,DISCOS SSD,122761,WDS100T5B0E,DISCO SSD 1TB M.2 WD BLUE SN5100 NVME,WD                                                ,269374.25,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|SANDISK|1000GB|1000GB|G28,DISCOS SSD,121680,SDSSDA-1T00-G28,DISCO SSD SATA 1TB SANDISK PLUS G28,SANDISK,291092.74,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|2000GB|2000GB|SN7100,DISCOS SSD,121681,WDS200T4X0E,DISCO SSD M.2 2TB WD BLACK SN7100 NVME,WD                                                ,592280.71,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|500GB|500GB|GREEN|SN3000,DISCOS SSD,121557,WDS500G4G0E,DISCO SSD M.2 500GB WD GREEN SN3000 NVME,WD                                                ,144325.4,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|GREEN|SN3000,DISCOS SSD,121558,WDS100T4G0E,DISCO SSD M.2 1TB WD GREEN SN3000 NVME,WD                                                ,251470.76,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|SANDISK|2000GB|EXTERNO|2000GB|PORTABLE|800MBPS,DISCOS SSD,122555,SDSSDE30-2T00-G26,SSD EXTERNO 2TB SANDISK PORTABLE USB-C 3.2 800Mbps,SANDISK,418968.98,4.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|PATRIOT|512GB|P320|SOLID|512GB|PE000997,DISCOS SSD,121673,P320P512GM28,DISCO SSD PATRIOT P320 SOLID 512GB M.2 PE000997,PATRIOT                                           ,171585.0,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|500GB|500GB|SN7100,DISCOS SSD,121067,WDS500G4X0E,DISCO SSD M.2 500GB WD BLACK SN7100 NVME,WD                                                ,185259.98,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|SANDISK|256GB|PEN|DRIVE|256GB|ULTRA|LUXE,DISCOS SSD,122553,SDCZ74-256G-G46,PEN DRIVE 256GB SANDISK ULTRA LUXE USB 3.2,SANDISK,71812.35,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|SA510,DISCOS SSD,122552,WDS100T3B0A,DISCO SSD SATA 1TB WD BLUE SA510,WD                                                ,293278.95,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|TOSHIBA|20000GB|HDD|20000GB|N300|NAS|CMR,DISCOS SSD,122550,HDWG82AXZSTA,HDD 20TB TOSHIBA N300 NAS CMR 7200RPM 1024MB,TOSHIBA                                           ,709047.34,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|NETAC||SA500|SATA3|960,DISCOS SSD,119117,NT01SA500-960-S3X,DISCO SSD NETAC SA500 2.5 SATA3 960 GB,NETAC ,221656.81,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|GREEN|SN350,DISCOS SSD,118985,WDS100T2G0C,DISCO SSD M.2 1TB WD GREEN SN350 NVME,WD                                                ,230094.28,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,almacenamiento,almacenamiento|WD|1000GB|1000GB|SN850X,DISCOS SSD,117807,WDS100T2XHE,DISCO SSD M.2 1TB WD BLACK SN850X NVME HEATSINK,WD                                                ,300743.3,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|EVGA|500W|80 PLUS|500W|W2|80,FUENTES,108587,100-W2-0500,FUENTE GAMER EVGA 500W W2 80 PLUS,EVGA                                              ,93502.42,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|EVGA|750W||750W|SUPERNOVA|GOLD|MODULAR,FUENTES,108961,220-GA-0750,FUENTE GAMER EVGA 750W SUPERNOVA GOLD MODULAR,EVGA                                              ,258099.53,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|550W|80 PLUS|550W|80|SILVER,FUENTES,119726,GP-P550SS,FUENTE GAMER GIGABYTE 550W 80 PLUS SILVER ATX 3.0,GIGABYTE                                          ,60219.43,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|650W|80 PLUS BRONZE|SMART|BX3|650W|80|BRONZE,FUENTES,120006,PS-SPD-0650NNFABG-3,FUENTE GAMER THERMALTAKE SMART BX3 650W 80 PLUS BRONZE,THERMALTAKE,91454.05,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|700W|80 PLUS WHITE|SMART|700W|80,FUENTES,120007,PS-SPD-0700NPCWAG-W,FUENTE THERMALTAKE SMART 700W 80 PLUS WHITE,THERMALTAKE,81460.81,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|750W|80 PLUS BRONZE|SMART|BX3|750W|80|BRONZE,FUENTES,120008,PS-SPD-0750NNFABG-3,FUENTE GAMER THERMALTAKE SMART BX3 750W 80 PLUS BRONZE,THERMALTAKE,102610.12,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|550W|80 PLUS|550W|ICE|80|SILVER,FUENTES,119727,GP-P550SS ICE,FUENTE GAMER GIGABYTE 550W ICE 80 PLUS SILVER ATX 3.0 WHITE,GIGABYTE                                          ,60883.27,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|650W|80 PLUS|650W|ICE|80|SILVER,FUENTES,119729,GP-P650SS ICE,FUENTE GAMER GIGABYTE 650W ICE 80 PLUS SILVER ATX 3.0 WHITE,GIGABYTE                                          ,70698.39,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|650W|80 PLUS|650W|80|SILVER,FUENTES,119728,GP-P650SS,FUENTE GAMER GIGABYTE 650W 80 PLUS SILVER ATX 3.0,GIGABYTE                                          ,68754.47,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|AUREOX|550W||550W|BRONZE|80|PSU,FUENTES,104832,ARXGU-80PBZ-550W,FUENTE GAMER AUREOX 550W BRONZE 80+PSU,AUREOX,47782.42,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|750W|80 PLUS|750W|PG5|80|MODULAR|GOLD,FUENTES,119259,GP-UD750GM PG5,FUENTE GAMER GIGABYTE 750W PG5 80 PLUS MODULAR GOLD,GIGABYTE                                          ,129201.5,9.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|AUREOX|500W||500W|ARXGP|500,FUENTES,104830,ARXGP-500W,FUENTE AUREOX 500W ARXGP 500,AUREOX,32651.26,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|AUREOX|500W||500W|ARXE|500,FUENTES,104829,ARXE-500,FUENTE AUREOX 500W ARXE-500,AUREOX,19954.75,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|AUREOX|650W||650W|BRONZE|80|PSU,FUENTES,104833,ARXGU-80PBZ-650W,FUENTE GAMER AUREOX 650W BRONZE 80+PSU,AUREOX,52152.36,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|AUREOX|600W||600W|PSU|ARXGP|600,FUENTES,104831,ARXGP-600W,FUENTE GAMER AUREOX 600W PSU ARXGP-600,AUREOX,34286.54,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|EVGA|850W||850W|SUPERNOVA|GOLD|MODULAR,FUENTES,104814,220-GA-0850,FUENTE GAMER EVGA 850W SUPERNOVA GOLD MODULAR,EVGA                                              ,296933.95,2.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|SFX|500W||500W|20,FUENTES,2936,SFX_500,FUENTE SFX 500W 20+4 SATA,SFX                                               ,16083.8,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|850W||850W|PG5|AORUS|ELITE|PLATINUM,FUENTES,120807,GP--AE850PM PG5,FUENTE GAMER GIGABYTE 850W PG5 AORUS ELITE PLATINUM MODULAR ATX3.1,GIGABYTE                                          ,202885.6,7.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|750W||750W|80|BRONZE,FUENTES,120808,GP-P750BS,FUENTE GAMER GIGABYTE 750W 80 BRONZE,GIGABYTE                                          ,92335.14,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|750W|80 PLUS GOLD|TP|GT|750W|ANALOG|80,FUENTES,120549,TPD-750AH2FXG-3,FUENTE GAMER THERMALTAKE TP GT 750W ANALOG 80 PLUS GOLD,THERMALTAKE,131992.03,6.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|1200W|80 PLUS GOLD|TP|GF|A3|1200W|ANALOG,FUENTES,120548,TTP-1200AH2FKG,FUENTE GAMER THERMALTAKE TP GF A3 1200W ANALOG 80 PLUS GOLD FULL MODULAR,THERMALTAKE,248918.94,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|1050W|80 PLUS GOLD|TP|GF|A3|1050W|ANALOG,FUENTES,120547,TTP-1050AH2FKG,FUENTE GAMER THERMALTAKE TP GF A3 1050W ANALOG 80 PLUS GOLD FULL MODULAR,THERMALTAKE,217314.12,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|650W|80 PLUS GOLD|650W|80|GOLD,FUENTES,121640,GP-P650G,FUENTE GAMER GIGABYTE 650W 80 PLUS GOLD,GIGABYTE                                          ,75585.6,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|600W||TR2|600W,FUENTES,101260,TR2-600NL2NC,FUENTE GAMER THERMALTAKE TR2 600W,THERMALTAKE,53542.62,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|THERMALTAKE|500W||TR2|500W,FUENTES,101266,TR2-500NL2NC,FUENTE GAMER THERMALTAKE TR2 500W,THERMALTAKE,48828.17,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|650W|80 PLUS GOLD|650W|80|GOLD|PG5,FUENTES,122602,GP-P650G PG5,FUENTE GAMER GIGABYTE 650W 80 PLUS GOLD PG5,GIGABYTE                                          ,78067.14,10.0,-,-,-,-,-,-,-,-,-,-,-
